hash,project,true_message,generated_message,cleaned_generated_message
0cea31cd294f380b3b7cf46dd7a4000316b71ac1,prebid_Prebid.js,"Fix Mantis tests in negative timezone (#<I>)

Fixes #<I>", Updated MANTIS Ad Network server call parameters: added support for negative timezone values.,Updated MANTIS Ad Network server call parameters: added support for negative timezone values.
d2c451fd55c4f9f33aa48208e791b242fbe41f99,emberjs_ember.js,[FIX MASTER] Fixing failing action test on master, Added a default tagName to ExampleComponent for element action test,Added a default tagName to ExampleComponent for element action test
1fb7412ae52d6442813cf98730ba98bd6a936386,gebn_nibble,Change development status from planning to alpha, Update project status to Alpha for early testing.,Update project status to Alpha for early testing.
2b4dac76b6b26bd97570a0076a365a7666ca2f63,strophe_strophejs-plugin-pubsub,discoverNodes function added to pubsub plugin, Added function to discover nodes in a pubsub service.,Added function to discover nodes in a pubsub service.
02cd7e7b1743ba5209dac2f4baed8aa8e9034b2f,dadoonet_fscrawler,"Release process is broken

When releasing we can not close the repository on sonatype because some artifacts are missing
(cherry picked from commit <I>a)", Updated build_release.py script to include Maven profile for Sonatype-oss-release during release deployment,Updated build_release.py script to include Maven profile for Sonatype-oss-release during release deployment
c4bcdf78902b78f0825725e65963e2a312c78fba,dranjan_python-plyfile,"Remove ""file-like"" unit test

We shouldn't imply that this feature is supported.", Removed unneeded file-like test using BytesIO due to Python 3 unicode changes.,Removed unneeded file-like test using BytesIO due to Python 3 unicode changes.
992089942acb54288ce4088ba661c03957260396,vpelletier_python-libusb1,Add warnings for upstream bug <I>.," Clarified warning on getMaxPacketSize and getMaxIsoPacketSize methods, advising to consult endpoint descriptor for accurate results.","Clarified warning on getMaxPacketSize and getMaxIsoPacketSize methods, advising to consult endpoint descriptor for accurate results."
1c8eabee6fd346a367fb30102a8ad6c7ec85f2b0,oat-sa_generis,Added warning because of backward compatibility, * Refactored sanitizeReadableFileName method for compatibility and readability,* Refactored sanitizeReadableFileName method for compatibility and readability
7e4f71585fb16773acabf59ab21361b6d8d1f1a6,nion-software_nionswift,Change hardware source to be observable. Effectively was anyway., Convert HardwareSource class to inherit from Observable.Observable for better event handling.,Convert HardwareSource class to inherit from Observable.Observable for better event handling.
b8a06958dbc30bd08be46c039557bb1fc96dde75,oat-sa_extension-tao-testqti,bind event on component rather than button, Updated menu toggle behavior to bind click event on component instead of menu button,Updated menu toggle behavior to bind click event on component instead of menu button
758a9ce26ffa27144ae47606142964848b79424a,click-contrib_click-repl,"Add options for `repl` to disable extra commands

For my use case I do not want to allow users to run external commands
(as I need to run my CLI's REPL as a priviliged user but only want to
allow access to commands within my Click CLI), and I do not want to
handle the existing internal commands (as I am handling displaying help
and quitting myself). This commit adds parameters to `repl` which will
support both of these situations, while still retaining the existing
default behaviour in both cases.", Added options for allowing system and internal commands in interactive shell,Added options for allowing system and internal commands in interactive shell
d21f8019c4455effe35de12441b6638eaaf51515,duncan3dc_sql-class,"Don't output bulk inserts
They normally output way too much data to be useful, so if output is on, we switch it off, and just output a mock query with the number of rows to insert", Added output notification for bulkInsert() in MySQL mode to provide feedback on BULK INSERT operations.,Added output notification for bulkInsert() in MySQL mode to provide feedback on BULK INSERT operations.
4276e970ea7b151998b5d698d6f7e2a9adfc7bd4,spatie_laravel-server-monitor,Fixed --host filter on list hosts command, Added check for empty host list and display message if no hosts are configured,Added check for empty host list and display message if no hosts are configured
5ace5665c5cc1fa99d00ca807b08fd83414d63c2,Wirecloud_grunt-wirecloud,Complain about missing file to upload info, Added error check for missing file info before uploading to WireCloud instance,Added error check for missing file info before uploading to WireCloud instance
2d2f8a8838112cf8a66201b05217fa3704c3a0e4,JNRowe_upoints,Use with statement to wrap file opens.," Added `with_statement` import to setup.py for compatibility with newer Python versions, and updated manifest writing method to use 'with' statement for file handling.","Added `with_statement` import to setup.py for compatibility with newer Python versions, and updated manifest writing method to use 'with' statement for file handling."
d22f2286892279a5f33192b1b4fcfaf1cfedd8ec,alphagov_govuk_publishing_components,"Remove Calculators from audit

Calculators has recently been retired.", Added analysis of 'content-data-admin' application to auditing in applications controller.,Added analysis of 'content-data-admin' application to auditing in applications controller.
dfce4c4511990ae63ed904c6223946d8cbe934c3,sonata-project_SonataAdminBundle,"Fix tests (#<I>)

Tests were failing because of <URL>", Update CRUDControllerTest for Templating support adjustment,Update CRUDControllerTest for Templating support adjustment
10bac096b92020cffc928a8fc1f18d91edb41fc3,stympy_faker,Changed quotes in app.rb, Updated 'app.version' parsing to handle empty strings in Faker::App,Updated 'app.version' parsing to handle empty strings in Faker::App
cfd5ddd58abe5ff1528d12cee5e6dd70e0df0816,ninggf_wulaphp,fix issue:  no acl and roles specified RbacSupport will not work correctly, Updated RbacSupport to check for Passport instance and roles in addition to login.,Updated RbacSupport to check for Passport instance and roles in addition to login.
d637083d5734756bd4b88158ca0b5005858e6ed8,mrclay_jsmin-php,builder : checks min/config.php for cache path and uploaderHoursBehind, Minify improvements: added setDocRoot() for IIS support and updated cache settings,Minify improvements: added setDocRoot() for IIS support and updated cache settings
38c927b5b8938c54c3ec03bfaa01cbc35e60369b,cloudfoundry_buildpackapplifecycle,"Minor improvements to clearCacheDir

[#<I>]"," Remove unused supply buildpack cache directories from the build artifacts cache, based on updated `Runner.SupplyBuildpacks()` method.","Remove unused supply buildpack cache directories from the build artifacts cache, based on updated `Runner.SupplyBuildpacks()` method."
e4a65a7f02b3ff7d44bd74317691b300967b5c22,image-js_image-js,allow more ids in connected component labeling algorithm, Implemented connected-component labeling algorithm using mask input and updated data type for labels.,Implemented connected-component labeling algorithm using mask input and updated data type for labels.
9d340567211548f818f7199cdefc7fda6b81219c,doctrine_DoctrineBundle,Make casting scalar to array consistent, [DoctrineBundle] Refactored AbstractDoctrineExtensionTest to handle array of bundles for improved flexibility and test coverage.,[DoctrineBundle] Refactored AbstractDoctrineExtensionTest to handle array of bundles for improved flexibility and test coverage.
5288dd86d4866edaf46ab17ac6f731cdaf7bbce7,cartologic_cartoview,Merge branch 'hisham-dev' into origin/master, Update Geoserver credentials in multiple functions for reusability,Update Geoserver credentials in multiple functions for reusability
b636a2cf3887e86310c222544d0a22527d6bf75d,taskforcedev_user,Added email field to profile registration., Updated UserController profile function to accept email input,Updated UserController profile function to accept email input
1d0f47323f33aac04369e4410d7f815a8dfc448c,racker_perigee,Don't handle the MoreHeaders case., Removed test case for content type when provided in MoreHeaders; only testing blank content-type now.,Removed test case for content type when provided in MoreHeaders; only testing blank content-type now.
dbc4559c517a27e54e36dcc667eb3f0dff17c4df,Picolab_pico-engine,one way to view Error object," Implemented toKRLjson function for logging purposes, replacing previous stringify method.","Implemented toKRLjson function for logging purposes, replacing previous stringify method."
1f29b6f4ab4f65be4ba6b200b6a1f54556fd3c6d,doctrine_collections,Sorting should be checked against uppercase strings (bc compat), Converted ordering direction to uppercase for consistency in criteria definition,Converted ordering direction to uppercase for consistency in criteria definition
8b6d4fb44f489bfad0593627c8194da86f0ef2a2,saltant-org_saltant-py,Document that id in get can be int or str, Renamed task id argument to be compatible with both int and str types for improved flexibility.,Renamed task id argument to be compatible with both int and str types for improved flexibility.
08c1481b88a00c2a2d8c3f6f0c44e3306dc7c576,symfony_symfony,"[HttpClient] Added missing sprintf

It was supposed to be there.", [HttpClient] Improved error handling for writing to response buffer in ResponseTrait,[HttpClient] Improved error handling for writing to response buffer in ResponseTrait
e4a4ed1344ab9a81207e71b0eadfc941d0ac6932,webfirmframework_wff,Removed unwanted system print from test case, Improved performance in WffBinaryMessageUtilTest by optimizing loop operation,Improved performance in WffBinaryMessageUtilTest by optimizing loop operation
933f845b0acbfc066040490a0ed0522820a28146,mongodb_mongo-php-library,Skip causal consistency docs test if no secondary, Added ReadPreference to DocumentationExamplesTest for secondary connection handling,Added ReadPreference to DocumentationExamplesTest for secondary connection handling
1f9581721312a6396caca79f7899454526462e87,evanlucas_dam,"Color each line of code

less doesn’t seem to handle escaping of multiple lines", Improve code readability in Renderer prototype functions by splitting code into multiple lines,Improve code readability in Renderer prototype functions by splitting code into multiple lines
7b6d2338ba3e5b7088eb82f2a7ac36b8b033cd0a,scala_scala,"SI-<I> Scaladoc: Fix ""Order by Alphabetical"" button

The selector has been wrong since 0c<I>e.", [scaladoc] Changed list element selector for public members to alpha-sorted order,[scaladoc] Changed list element selector for public members to alpha-sorted order
af3df2145abc36ae48ba24f6469fbba7c358334e,smurn_jPLY,"ByteBuffer was initialized wrongly, causing it to read a full block of zeros before starting to read real data.
Affects #8.", Improved handling of BinaryPlyInputStream: added buffer clear and position update for efficient reading.,Improved handling of BinaryPlyInputStream: added buffer clear and position update for efficient reading.
7f54360df37734241f8d555143ec1c17b9aad829,danilobellini_audiolazy,Tests for the Poly.roots property, Introduced `functools.reduce` for accumulating product of roots in polynomial tests and added new test cases for polynomials with multiple roots and constants without roots.,Introduced `functools.reduce` for accumulating product of roots in polynomial tests and added new test cases for polynomials with multiple roots and constants without roots.
4c9eea75befce3b8a25ceee7c0233ec9c2c506da,bcbio_bcbio-nextgen,"Clean problem '#' character in sample description

This causes problems with VarDict analysis."," Clean problem characters in sample lane or descriptions, handle additional shell characters and special character '#'. Improves data consistency.","Clean problem characters in sample lane or descriptions, handle additional shell characters and special character '#'. Improves data consistency."
0db785949be365626fd098a2530d26b7fe8e4655,tgriesser_knex,"add test that clearing offset (#<I>)

* add test that clearing offset



* fix typo", Add test case for clearing offset when passing null in QueryBuilder,Add test case for clearing offset when passing null in QueryBuilder
c19f83e2b7d938d52e3b1c45d905e1bcc3a6f08a,deltachat_deltachat-node,fix: pass in empty string if image is falsey (which it is when null), Updated setChatProfileImage function to accept null image values,Updated setChatProfileImage function to accept null image values
54c171715814b410e81caefdb3020d91d8a89f61,garris_BackstopJS,Pass isReference flag to onReadyScript and onBeforeScript (#<I>), Add check for 'isReference' parameter in onBeforeScript and onReadyScript functions to accommodate potential changes in script execution flow.,Add check for 'isReference' parameter in onBeforeScript and onReadyScript functions to accommodate potential changes in script execution flow.
1bd94d76aea9ed9297102e3c9833d3accfcc2774,infinitered_reactotron,Allows tab 4 to scroll. (#<I>), Added scrollable container for overlay image in Native component,Added scrollable container for overlay image in Native component
536d26b18662a338592d4fd339915676ed6d600c,FriendsOfCake_crud-view,Switch around how extending viewblocks works, Swap viewblock and internal content order in CrudView for better readability and consistency.,Swap viewblock and internal content order in CrudView for better readability and consistency.
892076be499af267b001ebbb013bd632e7dbbf6f,GPII_gpii-json-schema,GPII-<I>: Improved wiring of validator model to parser model., Improved `validate.js` by updating schema source for `gpii.schema.validator`.,Improved `validate.js` by updating schema source for `gpii.schema.validator`.
7e724b1052acf6b70b7a7e4c646b91f74c44b433,rhomobile_rhodes,Remove hardcoded value to pick scanner jar, Updated android_tools.rb: Removed unnecessary path separator and added missing file for Symbol Scanner jar in add-on classpath.,Updated android_tools.rb: Removed unnecessary path separator and added missing file for Symbol Scanner jar in add-on classpath.
1cb38167ea85ae8f2179c38603c4a5f4f11d19f4,spyder-ide_spyder,* Remove redundant check on explorer visibility. This is already done in open_project., * Hide explorer when creating a new project if there's an active project,* Hide explorer when creating a new project if there's an active project
08836c5a8210aec9117fb0620197c87f958e6215,sat-utils_sat-search,do not throw error if key does not exist, Add downloading of multiple files in a single call for Scene class,Add downloading of multiple files in a single call for Scene class
cd80985b6fd8d11ad1877e3a2804feee2f40eab7,remarkjs_remark-lint,Remove support for ancient `loose` field, Update `list-item-indent` to directly access `node.spread` instead of using a legacy workaround.,Update `list-item-indent` to directly access `node.spread` instead of using a legacy workaround.
92edb302fb6766f75a2bc1859e69735f8672fec7,UCL-INGI_INGInious,use strftime instead of replacing microseconds, Update submission date format in task feedback title for better readability,Update submission date format in task feedback title for better readability
26f96611517c7578f2fd980c1e4717940f73988b,silverorange_swat,"Increase the default z-index of managed elements.

The z-index of some relative positioned elements in IE and Firefox is set to
0 by default. Managed z-indexes should always be above above these.

Setting the default index to <I> also allows style-sheets to use the z-index
values 0-9 without worrying about messing up widgets that use z-index.


svn commit r<I>", * Increased starting z-index value for SwatZIndexManager.start,* Increased starting z-index value for SwatZIndexManager.start
e189f01082f2b51f9181c804e484f71409fe7a3e,EdwardRaff_JSAT,"added some quick comments on something I might forget 

git-svn-id: <URL>", Implemented a more efficient DenseMatrix constructor for faster operation without copying the matrix. This change allows for potential savings when using sparse matrices in dot product operations.,Implemented a more efficient DenseMatrix constructor for faster operation without copying the matrix. This change allows for potential savings when using sparse matrices in dot product operations.
fc763bce4aff5e2b3d75010b87b0cd931a194a37,lebinh_aq,Fix test for python3.x, Add support for binary environment variables in command line arg tests,Add support for binary environment variables in command line arg tests
c75863b95490d9bce105b9cf7943ad835bb9584a,apache_incubator-gobblin,Changed gobblin-service JobScheduler to update scheduled specs before updating state for reliability, Removed check for active state when deactivating GobblinServiceJobScheduler,Removed check for active state when deactivating GobblinServiceJobScheduler
0abaa16c70d962740276b05ce08ca03198290a28,decidim_decidim,Fix failing proposal tests (#<I>), Added filename context to progress bar expectation in dynamic attach file test,Added filename context to progress bar expectation in dynamic attach file test
62a75816afb202cd3e4cb0b8f79383ca8293ec19,gwastro_pycbc-glue,print the offending xml file if an insert fails, Add error message details to LIGOMetadata class for failed DB2 operations,Add error message details to LIGOMetadata class for failed DB2 operations
01fe1d92d3d9ad3c6b27fce5ffddae668a7ee452,sonata-project_sonata-doctrine-extensions,Apply fixes from StyleCI (#<I>), Updated JsonTypeTest for consistent array usage in conversion functions,Updated JsonTypeTest for consistent array usage in conversion functions
35369cd19115f6a950b40ec60f8a66d820e4c5ef,minio_minio-java,"fix: do not initialize httpClient in MinioClient class level. (#<I>)

Previously httpClient was initialized at class level which causes

error with custom PKI implementation. In this situation any java

program using MinioClient (import io.minio.MinioClient;) would cause

failure.



This patch fixes the issue by initializing httpClient in constructor

level



Fixes #<I>", Refactored OkHttpClient initialization for better readability,Refactored OkHttpClient initialization for better readability
a7e370bcbfd4234b53061a004c0b588e3ec76c06,explosion_spaCy,Don't override spaCy version, Write binary file during training and update model meta.json with language and pipeline information,Write binary file during training and update model meta.json with language and pipeline information
4a25cc3f46989519b4cd37191703c5ad40f07f1c,threerings_narya,"If we fail spectacularly in checking localness, let's print out what class is having trouble, since the java libs don't actually do that.


git-svn-id: svn+ssh://src.earth.threerings.net/narya/trunk@<I> <I>f4-<I>e9-<I>-aa3c-eee0fc<I>fb1", Added exception handling for internal error in checking localness of class to prevent unhelpful JVM errors.,Added exception handling for internal error in checking localness of class to prevent unhelpful JVM errors.
2ccdf0352313f7e06eee602e06d7dafb07581194,DLR-RM_RAFCON,"modify modifiction lock behavior of state machine

the blocking paramter of the aquire call is forwarded now"," Introduce optional blocking behavior for modification lock acquisition on state machine.
   Allows callers to specify whether the method should block if the lock is unavailable.",Introduce optional blocking behavior for modification lock acquisition on state machine.
e82b374af41cb264ce31d0042f71d18ffec51c8e,awslabs_aws-sam-cli,chore: Version bump to <I> (#<I>), chore: Version bump to 0.46.0,chore: Version bump to 0.46.0
762bdd8da47c26675ca4fc5e4cc37c1381e0342d,impress_impress.js,"Fix typo in impress.js

transtion -> transition", Set the scroll position after animation finishes to avoid transition lag in Chrome,Set the scroll position after animation finishes to avoid transition lag in Chrome
3496eabe6b7ae9f698ebc670a251de27f0b69642,intelsdi-x_snap-plugin-lib-go,"Fixes #<I>, set rpcType as gRPCStream for streaming plugin", Added rpcType option to StartStreamCollector for gRPC stream support,Added rpcType option to StartStreamCollector for gRPC stream support
7ec69c3c4646ef6013fefa9e71762979ba992704,concrete5_concrete5,"fix #<I>
- remove the test entry if there was created one
- simplify the parameter array creation", Resolved issue where new pages were not being assigned correct collections in multilingual drafts; updated Section.php to include language in MultilingualPageRelations insertion.,Resolved issue where new pages were not being assigned correct collections in multilingual drafts; updated Section.php to include language in MultilingualPageRelations insertion.
07beafc679049108fed5f4261ce2cc1a67a72c8e,getgrav_grav,"If no parent is set and I call a siblings collection, return a new collection

Fix for a plugins combination issue detailed in
<URL>", Added check for parent before getting descendants in siblings case of Page class.,Added check for parent before getting descendants in siblings case of Page class.
b8b0e3428bd696e165a5ffa3bdcb3b79d29abda4,techdivision_import-category,* Refactoring for PAC-<I>, * Add check for redirect type in isUrlKeyOf function to ensure correct entity matching,* Add check for redirect type in isUrlKeyOf function to ensure correct entity matching
f2a39eb5617d50e659f063f45584f87dace692d7,Alluxio_alluxio,"Address comment, use the local variable instead of the recalculation.", Update SpaceReserver to use Configuration.getDouble(tierReservedSpaceProp) directly instead of accessing it through capOnTiers.get(tierAlias).,Update SpaceReserver to use Configuration.getDouble(tierReservedSpaceProp) directly instead of accessing it through capOnTiers.get(tierAlias).
be043577c9529d487783349f9688372f37818004,mongodb_mongo-java-driver,"Remove connection string from log message

A connection string containing an unsupported option generates a log
message at warning level to the ""org.mongodb.driver.uri"" component. The
log message contains the full connection string.  As the connection
string may contain the credentials used to authenticate, it should not
be logged.  This commit removes the full connection string from the log
message, and instead just logs the name of the unsupported option.

JAVA-<I>", [Validation] Strictly warn for unsupported options in connection strings to improve consistency.,[Validation] Strictly warn for unsupported options in connection strings to improve consistency.
9aa919823507ba11025a87cd61624bb109a7bbcb,lolautruche_EzCoreExtraBundle,Fix wrong use of TwigEnvironmentTrait, Update TwigEnvironment and LegacyBasedTwigEnvironment classes to use TwigEnvironmentTrait instead of Lolautruche\EzCoreExtraBundle\Templating\Twig\TwigEnvironmentTrait for consistency.,Update TwigEnvironment and LegacyBasedTwigEnvironment classes to use TwigEnvironmentTrait instead of Lolautruche\EzCoreExtraBundle\Templating\Twig\TwigEnvironmentTrait for consistency.
dc10c8b4a1f7ef3a166352c911c40a3f1027056a,excon_excon,"[fix] Read server response during EPIPE

When a `request_block` is used to send data, an error on the server side
only gets reported as a `EPIPE`. excon doesn't read anything sent back
from the server, which makes it hard to debug what went wrong.

We now read the server response, if any, and show it in the exception.

Closes #<I>"," Handle Errno::EPIPE errors in connection, reading remaining data for debugging purposes.","Handle Errno::EPIPE errors in connection, reading remaining data for debugging purposes."
1ca51eb57a933964e9640c02697a78c068a8c462,silverstripe_silverstripe-framework,FIX Ensure that mysite test boostrap configuration is loaded after core and before the database connection, CHANGE: Bootstrap mock project configuration for tests. Allows for more accurate testing scenarios by using a mock project configuration instead of relying on the live site's settings.,CHANGE: Bootstrap mock project configuration for tests. Allows for more accurate testing scenarios by using a mock project configuration instead of relying on the live site's settings.
83f572f0f56c701c5f3a22f32f70432c8b6ba72f,github_licensed,"additional bundler ENV to clear

in CI, BUNDLE_GEMFILE is pre-existing and is part of the original call environment.

as a result it's not cleaned up by `with_original_environment`", Added constant BUNDLER_ENV_KEYS to exclude specific keys from Bundler's environment during local configuration.,Added constant BUNDLER_ENV_KEYS to exclude specific keys from Bundler's environment during local configuration.
9827925015a42a47d12db82595fd88de6a259d62,apache_incubator-superset,Return <I> on no authorization, Add error response status to table access denial messages in Superset view,Add error response status to table access denial messages in Superset view
86393b96f2bb24d6de1b9136af4155218cf38f46,jgoizueta_flt,Fix Float#split (was wrong for negative numbers becouse the coefficient was signed.), Normalize coefficient for denormalized Float values to ensure consistency.,Normalize coefficient for denormalized Float values to ensure consistency.
545ee15a4df683f3e8d9965828f5afb745d31eb1,algolia_algoliasearch-client-go,feat(QueryRes): add support for extensions field (#<I>), fixed: add Extensions field to QueryRes struct for Algolia API response,fixed: add Extensions field to QueryRes struct for Algolia API response
0fce2e45981a99299e57cdc9db042d09b2b52801,gwpy_gwpy,examples: fixed spectrogram in open-data-spectrogram.py, Updated LIGO-Hanford strain data spectrogram to include LOSC segments for improved visualization,Updated LIGO-Hanford strain data spectrogram to include LOSC segments for improved visualization
112d7bf7c4c0eed44966cabe555cffdfe15041d5,PlaidWeb_Publ,"Turn off automatic case-desensitization, which doesn't do what we want", Updated user.py configuration settings: Disabled interpolation and authentication lowercasing for improved user handling.,Updated user.py configuration settings: Disabled interpolation and authentication lowercasing for improved user handling.
9a944e9b13b53eb9de4c2c22656520b7a6e4b22c,brython-dev_brython,Remomve strange characters in test_isinstance.py, Add tests for issubclass() edge cases with exceptions,Add tests for issubclass() edge cases with exceptions
641358629915af11b9b69a28e02d8c5d279bcd7e,laravel_nexmo-notification-channel,Updated to include client_ref in the message, Added 'client_ref' parameter to NexmoSmsChannel::sendMessage for proper message identification.,Added 'client_ref' parameter to NexmoSmsChannel::sendMessage for proper message identification.
1eeb94950d8aa3d995fc1930c8517a81670f1ded,Shopify_slate,Reword test for 'themelint.bin' config, Update theme lint test to reflect 'themelint.bin' configuration change,Update theme lint test to reflect 'themelint.bin' configuration change
e57f95a181655918a5b7ca5424fc07fcc17a5786,structr_structr,"Bugfix: Fixes bug where the ""Discard changes"" button was not shown for individual global schema methods after clicking the ""remove"" button", Enhancement: Improves handling of table rows in schema.js by updating rowChanged method to accept a boolean parameter for discarding changes.,Enhancement: Improves handling of table rows in schema.js by updating rowChanged method to accept a boolean parameter for discarding changes.
6579c2814314d30d86a587bf05425db16efc4dcf,ProseMirror_prosemirror-model,Don't strip leading space after a nested node, Refine from_dom parsing logic to ensure leading whitespace removal only when at the end of a node.,Refine from_dom parsing logic to ensure leading whitespace removal only when at the end of a node.
59ec8f3844da5827c62db5d911f506bf646b96a5,itchio_httpkit,Retry on read tcp, Retry on errors related to read operations on TCP connections,Retry on errors related to read operations on TCP connections
04186339195f4b60ac5313e5dd3b2faa56ce7651,rails_rails,Fix test with add_foreign_key DSL in 9d<I>ef9, Add foreign key to authors table referencing author_addresses instead of author_address.,Add foreign key to authors table referencing author_addresses instead of author_address.
6d09c48c1faa4e08d53c57124c19fa3c8ec9e8bd,sosreport_sos,"[utilities] Ensure slots in deque is always integer

With python3, the 'slots' calculation returns a decimal number which
deque() will not accept, thus throwing an exception. Always make sure
slots is an integer value."," [utilities] Introduce integer division for sizelimit in AsyncReader
   Previously, the calculation of slots using float division could result in a fractional value, which was not compatible with the maxlen argument of deque. This commit introduces integer division to ensure that the correct number of slots is used for the AsyncReader class.",[utilities] Introduce integer division for sizelimit in AsyncReader
134a2e0ae7c11adecd521c00b85b488372c8d1aa,rubygems_rubygems.org,"change ""indexed"" to ""yanked"" in ES", Mark rubygems as yanked or not in search index,Mark rubygems as yanked or not in search index
a80f592298c67ff9cfd93daa2b1b1848079eb624,moodle_moodle,MDL-<I> dndupload: check course dndupload cap on course level," Added context parameter to repository::get_instances for DND upload library, ensuring correct repository instance is selected based on the current course context.","Added context parameter to repository::get_instances for DND upload library, ensuring correct repository instance is selected based on the current course context."
